CO_MUN_GEO;NO_MUN;NO_MUN_MIN;CO_MUN_ATUALIZADOS
3109451;CABECEIRA GRANDE;Cabeceira Grande;3109451
3109501;CABO VERDE;Cabo Verde;3109501
3109600;CACHOEIRA DA PRATA;Cachoeira da Prata;3109600
3109709;CACHOEIRA DE MINAS;Cachoeira de Minas;3109709
3109808;CACHOEIRA DOURADA;Cachoeira Dourada;5204250
3109907;CAETANOPOLIS;Caetanópolis;3109907
3110004;CAETE;Caeté;3110004
3110103;CAIANA;Caiana;3110103
3110202;CAJURI;Cajuri;3110202
3110301;CALDAS;Caldas;3110301
3110400;CAMACHO;Camacho;3110400
3110509;CAMANDUCAIA;Camanducaia;3110509
3110608;CAMBUI;Cambuí;3110608
3110707;CAMBUQUIRA;Cambuquira;3110707
3110806;CAMPANARIO;Campanário;3110806
3110905;CAMPANHA;Campanha;3110905
3111002;CAMPESTRE;Campestre;2701357
3111101;CAMPINA VERDE;Campina Verde;3111101
3111150;CAMPO AZUL;Campo Azul;3111150
3111200;CAMPO BELO;Campo Belo;3111200
3111309;CAMPO DO MEIO;Campo do Meio;3111309
3111408;CAMPO FLORIDO;Campo Florido;3111408
3111507;CAMPOS ALTOS;Campos Altos;3111507
3111606;CAMPOS GERAIS;Campos Gerais;3111606
3111705;CANAA;Canaã;3111705
3111804;CANAPOLIS;Canápolis;2906105
3111903;CANA VERDE;Cana Verde;3111903
3112000;CANDEIAS;Candeias;2906501
3112059;CANTAGALO;Cantagalo;3301108
3112109;CAPARAO;Caparaó;3112109
3112208;CAPELA NOVA;Capela Nova;3112208
3112307;CAPELINHA;Capelinha;3112307
3112406;CAPETINGA;Capetinga;3112406
3112505;CAPIM BRANCO;Capim Branco;3112505
3112604;CAPINOPOLIS;Capinópolis;3112604
3112653;CAPITAO ANDRADE;Capitão Andrade;3112653
3112703;CAPITAO ENEAS;Capitão Enéas;3112703
3112802;CAPITOLIO;Capitólio;3112802
3112901;CAPUTIRA;Caputira;3112901
3113008;CARAI;Caraí;3113008
3113107;CARANAIBA;Caranaíba;3113107
3113206;CARANDAI;Carandaí;3113206
3113305;CARANGOLA;Carangola;3113305
3113404;CARATINGA;Caratinga;3113404
3113503;CARBONITA;Carbonita;3113503
3113602;CAREACU;Careaçu;3113602
3113701;CARLOS CHAGAS;Carlos Chagas;3113701
3113800;CARMESIA;Carmésia;3113800
3113909;CARMO DA CACHOEIRA;Carmo da Cachoeira;3113909
3114006;CARMO DA MATA;Carmo da Mata;3114006
3114105;CARMO DE MINAS;Carmo de Minas;3114105
3114204;CARMO DO CAJURU;Carmo do Cajuru;3114204
3114303;CARMO DO PARANAIBA;Carmo do Paranaíba;3114303
3114402;CARMO DO RIO CLARO;Carmo do Rio Claro;3114402
3114501;CARMOPOLIS DE MINAS;Carmópolis de Minas;3114501
3114550;CARNEIRINHO;Carneirinho;3114550
3114600;CARRANCAS;Carrancas;3114600
3114709;CARVALHOPOLIS;Carvalhópolis;3114709
3114808;CARVALHOS;Carvalhos;3114808
3114907;CASA GRANDE;Casa Grande;3114907
3115003;CASCALHO RICO;Cascalho Rico;3115003
3115102;CASSIA;Cássia;3115102
3115201;CONCEICAO DA BARRA DE MINAS;Conceição da Barra de Minas;3115201
3115300;CATAGUASES;Cataguases;3115300
3115359;CATAS ALTAS;Catas Altas;3115359
3115409;CATAS ALTAS DA NORUEGA;Catas Altas da Noruega;3115409
3115458;CATUJI;Catuji;3115458
3115474;CATUTI;Catuti;3115474
3115508;CAXAMBU;Caxambu;3115508
3115607;CEDRO DO ABAETE;Cedro do Abaeté;3115607
3115706;CENTRAL DE MINAS;Central de Minas;3115706
3115805;CENTRALINA;Centralina;3115805
3115904;CHACARA;Chácara;3115904
3116001;CHALE;Chalé;3116001
3116100;CHAPADA DO NORTE;Chapada do Norte;3116100
3116159;CHAPADA GAUCHA;Chapada Gaúcha;3116159
3116209;CHIADOR;Chiador;3116209
3116308;CIPOTANEA;Cipotânea;3116308
3116407;CLARAVAL;Claraval;3116407
3116506;CLARO DOS POCOES;Claro dos Poções;3116506
3116605;CLAUDIO;Cláudio;3116605
3116704;COIMBRA;Coimbra;3116704
3116803;COLUNA;Coluna;3116803
3116902;COMENDADOR GOMES;Comendador Gomes;3116902
3117009;COMERCINHO;Comercinho;3117009
3117108;CONCEICAO DA APARECIDA;Conceição da Aparecida;3117108
3117207;CONCEICAO DAS PEDRAS;Conceição das Pedras;3117207
3117306;CONCEICAO DAS ALAGOAS;Conceição das Alagoas;3117306
3117405;CONCEICAO DE IPANEMA;Conceição de Ipanema;3117405
3117504;CONCEICAO DO MATO DENTRO;Conceição do Mato Dentro;3117504
3117603;CONCEICAO DO PARA;Conceição do Pará;3117603
3117702;CONCEICAO DO RIO VERDE;Conceição do Rio Verde;3117702
3117801;CONCEICAO DOS OUROS;Conceição dos Ouros;3117801
3117836;CONEGO MARINHO;Cônego Marinho;3117836
3117876;CONFINS;Confins;3117876
3117900;CONGONHAL;Congonhal;3117900
3118007;CONGONHAS;Congonhas;3118007
3118106;CONGONHAS DO NORTE;Congonhas do Norte;3118106
3118205;CONQUISTA;Conquista;3118205
3118304;CONSELHEIRO LAFAIETE;Conselheiro Lafaiete;3118304
3118403;CONSELHEIRO PENA;Conselheiro Pena;3118403
3118502;CONSOLACAO;Consolação;3118502
3118601;CONTAGEM;Contagem;3118601
4204756;CUNHATAI;Cunhataí;4204756
4204806;CURITIBANOS;Curitibanos;4204806
4204905;DESCANSO;Descanso;4204905
4205001;DIONISIO CERQUEIRA;Dionísio Cerqueira;4205001
4205100;DONA EMMA;Dona Emma;4205100
4205159;DOUTOR PEDRINHO;Doutor Pedrinho;4205159
4205175;ENTRE RIOS;Entre Rios;4205175
4205191;ERMO;Ermo;4205191
4205209;ERVAL VELHO;Erval Velho;4205209
4205308;FAXINAL DOS GUEDES;Faxinal dos Guedes;4205308
4205357;FLOR DO SERTAO;Flor do Sertão;4205357
4205407;FLORIANOPOLIS;Florianópolis;4205407
4205431;FORMOSA DO SUL;Formosa do Sul;4205431
3446900;SANTA LUCIA;Santa Lúcia;4123824
3447007;SANTA MARIA DA SERRA;Santa Maria da Serra;3547007
3447106;SANTA MERCEDES;Santa Mercedes;3547106
3447205;SANTANA DA PONTE PENSA;Santana da Ponte Pensa;3547205
3447304;SANTANA DE PARNAIBA;Santana de Parnaíba;3547304
3447403;SANTA RITA D'OESTE;Santa Rita d'Oeste;3547403
3447502;SANTA RITA DO PASSA QUATRO;Santa Rita do Passa Quatro;3547502
3447601;SANTA ROSA DE VITERBO;Santa Rosa de Viterbo;3547601
3447650;SANTA SALETE;Santa Salete;3547650
3447700;SANTO ANASTACIO;Santo Anastácio;3547700
3447809;SANTO ANDRE;Santo André;2513851
3447908;SANTO ANTONIO DA ALEGRIA;Santo Antônio da Alegria;3547908
3448005;SANTO ANTONIO DE POSSE;Santo Antônio de Posse;3548005
3448054;SANTO ANTONIO DO ARACANGUA;Santo Antônio do Aracanguá;3548054
3448104;SANTO ANTONIO DO JARDIM;Santo Antônio do Jardim;3548104
3448203;SANTO ANTONIO DO PINHAL;Santo Antônio do Pinhal;3548203
3448302;SANTO EXPEDITO;Santo Expedito;3548302
3448401;SANTOPOLIS DO AGUAPEI;Santópolis do Aguapeí;3548401
3448500;SANTOS;Santos;3548500
3448609;SAO BENTO DO SAPUCAI;São Bento do Sapucaí;3548609
3448708;SAO BERNARDO DO CAMPO;São Bernardo do Campo;3548708
3448807;SAO CAETANO DO SUL;São Caetano do Sul;3548807
3448906;SAO CARLOS;São Carlos;4216008
3449003;SAO FRANCISCO;São Francisco;2806909
3449102;SAO JOAO DA BOA VISTA;São João da Boa Vista;3549102
3449201;SAO JOAO DAS DUAS PONTES;São João das Duas Pontes;3549201
3449250;SAO JOAO DE IRACEMA;São João de Iracema;3549250
3449300;SAO JOAO DO PAU D'ALHO;São João do Pau d'Alho;3549300
3449409;SAO JOAQUIM DA BARRA;São Joaquim da Barra;3549409
3449508;SAO JOSE DA BELA VISTA;São José da Bela Vista;3549508
3449607;SAO JOSE DO BARREIRO;São José do Barreiro;3549607
3449706;SAO JOSE DO RIO PARDO;São José do Rio Pardo;3549706
3449805;SAO JOSE DO RIO PRETO;São José do Rio Preto;3549805
3449904;SAO JOSE DOS CAMPOS;São José dos Campos;3549904
3449953;SAO LOURENCO DA SERRA;São Lourenço da Serra;3549953
3450001;SAO LUIS DO PARAITINGA;São Luís do Paraitinga;3550001
3450100;SAO MANUEL;São Manuel;3550100
3450209;SAO MIGUEL ARCANJO;São Miguel Arcanjo;3550209
3450308;SAO PAULO;São Paulo;3550308
3450407;SAO PEDRO;São Pedro;2412708
3450506;SAO PEDRO DO TURVO;São Pedro do Turvo;3550506
3450605;SAO ROQUE;São Roque;3550605
3450704;SAO SEBASTIAO;São Sebastião;2708808
3450803;SAO SEBASTIAO DA GRAMA;São Sebastião da Grama;3550803
3450902;SAO SIMAO;São Simão;5220405
3451009;SAO VICENTE;São Vicente;2413003
3451108;SARAPUI;Sarapuí;3551108
3451207;SARUTAIA;Sarutaiá;3551207
3451306;SEBASTIANOPOLIS DO SUL;Sebastianópolis do Sul;3551306
3451405;SERRA AZUL;Serra Azul;3551405
3451504;SERRANA;Serrana;3551504
3451603;SERRA NEGRA;Serra Negra;3551603
3451702;SERTAOZINHO;Sertãozinho;2515930
3451801;SETE BARRAS;Sete Barras;3551801
3451900;SEVERINIA;Severínia;3551900
3452007;SILVEIRAS;Silveiras;3552007
3452106;SOCORRO;Socorro;3552106
3452205;SOROCABA;Sorocaba;3552205
3452304;SUD MENNUCCI;Sud Mennucci;3552304
3452403;SUMARE;Sumaré;3552403
3452502;SUZANO;Suzano;3552502
3452551;SUZANAPOLIS;Suzanápolis;3552551
3452601;TABAPUA;Tabapuã;3552601
3452700;TABATINGA;Tabatinga;1304062
3452809;TABOAO DA SERRA;Taboão da Serra;3552809
3452908;TACIBA;Taciba;3552908
3453005;TAGUAI;Taguaí;3553005
3453104;TAIACU;Taiaçu;3553104
3453203;TAIUVA;Taiúva;3553203
3453302;TAMBAU;Tambaú;3553302
3453401;TANABI;Tanabi;3553401
3453500;TAPIRAI;Tapiraí;3553500
3453609;TAPIRATIBA;Tapiratiba;3553609
3453658;TAQUARAL;Taquaral;3553658
3453708;TAQUARITINGA;Taquaritinga;3553708
3453807;TAQUARITUBA;Taquarituba;3553807
3453856;TAQUARIVAI;Taquarivaí;3553856
3453906;TARABAI;Tarabai;3553906
3453955;TARUMA;Tarumã;3553955
3454003;TATUI;Tatuí;3554003
3454102;TAUBATE;Taubaté;3554102
3454201;TEJUPA;Tejupá;3554201
3454300;TEODORO SAMPAIO;Teodoro Sampaio;2931400
3454409;TERRA ROXA;Terra Roxa;4127403
3454508;TIETE;Tietê;3554508
3454607;TIMBURI;Timburi;3554607
3454656;TORRE DE PEDRA;Torre de Pedra;3554656
3454706;TORRINHA;Torrinha;3554706
3454755;TRABIJU;Trabiju;3554755
3454805;TREMEMBE;Tremembé;3554805
3454904;TRES FRONTEIRAS;Três Fronteiras;3554904
3454953;TUIUTI;Tuiuti;3554953
3455000;TUPA;Tupã;3555000
3455109;TUPI PAULISTA;Tupi Paulista;3555109
3455208;TURIUBA;Turiúba;3555208
3455307;TURMALINA;Turmalina;3555307
3455356;UBARANA;Ubarana;3555356
3455406;UBATUBA;Ubatuba;3555406
3455505;UBIRAJARA;Ubirajara;3555505
3455604;UCHOA;Uchoa;3555604
3455703;UNIAO PAULISTA;União Paulista;3555703
3455802;URANIA;Urânia;3555802
3455901;URU;Uru;3555901
3456008;URUPES;Urupês;3556008
3456107;VALENTIM GENTIL;Valentim Gentil;3556107
3456206;VALINHOS;Valinhos;3556206
3456305;VALPARAISO;Valparaíso;3556305
3456354;VARGEM;Vargem;4219150
3456404;VARGEM GRANDE DO SUL;Vargem Grande do Sul;3556404
3456453;VARGEM GRANDE PAULISTA;Vargem Grande Paulista;3556453
3456503;VARZEA PAULISTA;Várzea Paulista;3556503
3456602;VERA CRUZ;Vera Cruz;2414803
3456701;VINHEDO;Vinhedo;3556701
3456800;VIRADOURO;Viradouro;3556800
3456909;VISTA ALEGRE DO ALTO;Vista Alegre do Alto;3556909
3456958;VITORIA BRASIL;Vitória Brasil;3556958
3457006;VOTORANTIM;Votorantim;3557006
3457105;VOTUPORANGA;Votuporanga;3557105
3457154;ZACARIAS;Zacarias;3557154
3457204;CHAVANTES;Chavantes;3557204
3457303;ESTIVA GERBI;Estiva Gerbi;3557303
4100103;ABATIA;Abatiá;4100103
4100202;ADRIANOPOLIS;Adrianópolis;4100202
4100301;AGUDOS DO SUL;Agudos do Sul;4100301
4100400;ALMIRANTE TAMANDARE;Almirante Tamandaré;4100400
4100459;ALTAMIRA DO PARANA;Altamira do Paraná;4100459
4100509;ALTONIA;Altônia;4100509
4100608;ALTO PARANA;Alto Paraná;4100608
4100707;ALTO PIQUIRI;Alto Piquiri;4100707
4100806;ALVORADA DO SUL;Alvorada do Sul;4100806
4100905;AMAPORA;Amaporã;4100905
4101002;AMPERE;Ampére;4101002
4101051;ANAHY;Anahy;4101051
4101101;ANDIRA;Andirá;4101101
4101150;ANGULO;Ângulo;4101150
4101200;ANTONINA;Antonina;4101200
4101309;ANTONIO OLINTO;Antônio Olinto;4101309
4101408;APUCARANA;Apucarana;4101408
4101507;ARAPONGAS;Arapongas;4101507
4101606;ARAPOTI;Arapoti;4101606
4101655;ARAPUA;Arapuã;4101655
4101705;ARARUNA;Araruna;2501005
4101804;ARAUCARIA;Araucária;4101804
4101853;ARIRANHA DO IVAI;Ariranha do Ivaí;4101853
4101903;ASSAI;Assaí;4101903
4102000;ASSIS CHATEAUBRIAND;Assis Chateaubriand;4102000
4102109;ASTORGA;Astorga;4102109
4102208;ATALAIA;Atalaia;2700409
4102307;BALSA NOVA;Balsa Nova;4102307
4102406;BANDEIRANTES;Bandeirantes;5001508
4102505;BARBOSA FERRAZ;Barbosa Ferraz;4102505
4102604;BARRACAO;Barracão;4102604
4102703;BARRA DO JACARE;Barra do Jacaré;4102703
4102752;BELA VISTA DA CAROBA;Bela Vista da Caroba;4102752
4102802;BELA VISTA DO PARAISO;Bela Vista do Paraíso;4102802
4102901;BITURUNA;Bituruna;4102901
4103008;BOA ESPERANCA;Boa Esperança;3201001
4103024;BOA ESPERANCA DO IGUACU;Boa Esperança do Iguaçu;4103024
4127809;TOMAZINA;Tomazina;4127809
4127858;TRES BARRAS DO PARANA;Três Barras do Paraná;4127858
4127882;TUNAS DO PARANA;Tunas do Paraná;4127882
4127908;TUNEIRAS DO OESTE;Tuneiras do Oeste;4127908
4127957;TUPASSI;Tupãssi;4127957
4127965;TURVO;Turvo;4218806
4128005;UBIRATA;Ubiratã;4128005
4128104;UMUARAMA;Umuarama;4128104
4128203;UNIAO DA VITORIA;União da Vitória;4128203
4128302;UNIFLOR;Uniflor;4128302
4128401;URAI;Uraí;4128401
4128500;WENCESLAU BRAZ;Wenceslau Braz;4128500
4128534;VENTANIA;Ventania;4128534
4128559;VERA CRUZ DO OESTE;Vera Cruz do Oeste;4128559
4128609;VERE;Verê;4128609
4128625;ALTO PARAISO;Alto Paraiso;#N/D
4128633;DOUTOR ULYSSES;Doutor Ulysses;4128633
4128658;VIRMOND;Virmond;4128658
4128708;VITORINO;Vitorino;4128708
4128807;XAMBRE;Xambrê;4128807
4218301;TRES BARRAS;Três Barras;4218301
4218350;TREVISO;Treviso;4218350
4218400;TREZE DE MAIO;Treze de Maio;4218400
4218509;TREZE TILIAS;Treze Tílias;4218509
4218608;TROMBUDO CENTRAL;Trombudo Central;4218608
4218707;TUBARAO;Tubarão;4218707
4218756;TUNAPOLIS;Tunápolis;4218756
4218806;TURVO;Turvo;4218806
4218855;UNIAO DO OESTE;União do Oeste;4218855
4218905;URUBICI;Urubici;4218905
4218954;URUPEMA;Urupema;4218954
4219002;URUSSANGA;Urussanga;4219002
4219101;VARGEAO;Vargeão;4219101
4219150;VARGEM;Vargem;4219150
4219176;VARGEM BONITA;Vargem Bonita;4219176
4219200;VIDAL RAMOS;Vidal Ramos;4219200
4219309;VIDEIRA;Videira;4219309
4219358;VITOR MEIRELES;Vitor Meireles;4219358
4219408;WITMARSUM;Witmarsum;4219408
4219507;XANXERE;Xanxerê;4219507
4219606;XAVANTINA;Xavantina;4219606
4219705;XAXIM;Xaxim;4219705
4219853;ZORTEA;Zortéa;4219853
4220000;BALNEARIO RINCAO;Balneário Rincão;#N/D
4300034;ACEGUA;Aceguá;4300034
4300059;AGUA SANTA;Água Santa;4300059
4300109;AGUDO;Agudo;4300109
4300208;AJURICABA;Ajuricaba;4300208
4300307;ALECRIM;Alecrim;4300307
4300406;ALEGRETE;Alegrete;4300406
4300455;ALEGRIA;Alegria;4300455
4300471;ALMIRANTE TAMANDARE DO SUL;Almirante Tamandaré do Sul;4300471
4300505;ALPESTRE;Alpestre;4300505
4300554;ALTO ALEGRE;Alto Alegre;1400050
4300570;ALTO FELIZ;Alto Feliz;4300570
4300604;ALVORADA;Alvorada;1700707
4300638;AMARAL FERRADOR;Amaral Ferrador;4300638
4300646;AMETISTA DO SUL;Ametista do Sul;4300646
4300661;ANDRE DA ROCHA;André da Rocha;4300661
4300703;ANTA GORDA;Anta Gorda;4300703
4300802;ANTONIO PRADO;Antônio Prado;4300802
4300851;ARAMBARE;Arambaré;4300851
4300877;ARARICA;Araricá;4300877
4300901;ARATIBA;Aratiba;4300901
4301008;ARROIO DO MEIO;Arroio do Meio;4301008
4301057;ARROIO DO SAL;Arroio do Sal;4301057
4301073;ARROIO DO PADRE;Arroio do Padre;4301073
4301107;ARROIO DOS RATOS;Arroio dos Ratos;4301107
4301206;ARROIO DO TIGRE;Arroio do Tigre;4301206
4301305;ARROIO GRANDE;Arroio Grande;4301305
4301404;ARVOREZINHA;Arvorezinha;4301404
4301503;AUGUSTO PESTANA;Augusto Pestana;4301503
4301552;AUREA;Áurea;4301552
4301602;BAGE;Bagé;4301602
4301636;BALNEARIO PINHAL;Balneário Pinhal;4301636
4301651;BARAO;Barão;4301651
4301701;BARAO DE COTEGIPE;Barão de Cotegipe;4301701
4301750;BARAO DO TRIUNFO;Barão do Triunfo;4301750
4301800;BARRACAO;Barracão;4102604
4301859;BARRA DO GUARITA;Barra do Guarita;4301859
4301875;BARRA DO QUARAI;Barra do Quaraí;4301875
4301909;BARRA DO RIBEIRO;Barra do Ribeiro;4301909
4301925;BARRA DO RIO AZUL;Barra do Rio Azul;4301925
4301958;BARRA FUNDA;Barra Funda;4301958
4302006;BARROS CASSAL;Barros Cassal;4302006
4302055;BENJAMIN CONSTANT DO SUL;Benjamin Constant do Sul;4302055
4302105;BENTO GONCALVES;Bento Gonçalves;4302105
4302154;BOA VISTA DAS MISSOES;Boa Vista das Missões;4302154
4302204;BOA VISTA DO BURICA;Boa Vista do Buricá;4302204
4302220;BOA VISTA DO CADEADO;Boa Vista do Cadeado;4302220
4302238;BOA VISTA DO INCRA;Boa Vista do Incra;4302238
4302253;BOA VISTA DO SUL;Boa Vista do Sul;4302253
4302303;BOM JESUS;Bom Jesus;2401701
4302352;BOM PRINCIPIO;Bom Princípio;4302352
4302378;BOM PROGRESSO;Bom Progresso;4302378
4302402;BOM RETIRO DO SUL;Bom Retiro do Sul;4302402
4302451;BOQUEIRAO DO LEAO;Boqueirão do Leão;4302451
4302501;BOSSOROCA;Bossoroca;4302501
4302584;BOZANO;Bozano;4302584
4302600;BRAGA;Braga;4302600
4302659;BROCHIER;Brochier;4302659
4302709;BUTIA;Butiá;4302709
4302808;CACAPAVA DO SUL;Caçapava do Sul;4302808
3129905;IBITIURA DE MINAS;Ibitiúra de Minas;3129905
3130002;IBITURUNA;Ibituruna;3130002
3130051;ICARAI DE MINAS;Icaraí de Minas;3130051
3130101;IGARAPE;Igarapé;3130101
3130200;IGARATINGA;Igaratinga;3130200
3130309;IGUATAMA;Iguatama;3130309
3130408;IJACI;Ijaci;3130408
3130507;ILICINEA;Ilicínea;3130507
3130556;IMBE DE MINAS;Imbé de Minas;3130556
3130606;INCONFIDENTES;Inconfidentes;3130606
3130655;INDAIABIRA;Indaiabira;3130655
3130705;INDIANOPOLIS;Indianópolis;4110409
3130804;INGAI;Ingaí;3130804
3130903;INHAPIM;Inhapim;3130903
3131000;INHAUMA;Inhaúma;3131000
3131109;INIMUTABA;Inimutaba;3131109
3131158;IPABA;Ipaba;3131158
3131208;IPANEMA;Ipanema;3131208
3131307;IPATINGA;Ipatinga;3131307
3131406;IPIACU;Ipiaçu;3131406
3131505;IPUIUNA;Ipuiúna;3131505
3131604;IRAI DE MINAS;Iraí de Minas;3131604
3131703;ITABIRA;Itabira;3131703
3131802;ITABIRINHA;Itabirinha;3131802
3131901;ITABIRITO;Itabirito;3131901
3132008;ITACAMBIRA;Itacambira;3132008
3132107;ITACARAMBI;Itacarambi;3132107
3132206;ITAGUARA;Itaguara;3132206
3132305;ITAIPE;Itaipé;3132305
3132404;ITAJUBA;Itajubá;3132404
3132503;ITAMARANDIBA;Itamarandiba;3132503
3132602;ITAMARATI DE MINAS;Itamarati de Minas;3132602
3132701;ITAMBACURI;Itambacuri;3132701
3132800;ITAMBE DO MATO DENTRO;Itambé do Mato Dentro;3132800
3132909;ITAMOGI;Itamogi;3132909
3133006;ITAMONTE;Itamonte;3133006
3133105;ITANHANDU;Itanhandu;3133105
3133204;ITANHOMI;Itanhomi;3133204
3133303;ITAOBIM;Itaobim;3133303
3133402;ITAPAGIPE;Itapagipe;3133402
3133501;ITAPECERICA;Itapecerica;3133501
3133600;ITAPEVA;Itapeva;3522406
3133709;ITATIAIUCU;Itatiaiuçu;3133709
3133758;ITAU DE MINAS;Itaú de Minas;3133758
3133808;ITAUNA;Itaúna;3133808
3133907;ITAVERAVA;Itaverava;3133907
3134004;ITINGA;Itinga;3134004
3134103;ITUETA;Itueta;3134103
3134202;ITUIUTABA;Ituiutaba;3134202
3134301;ITUMIRIM;Itumirim;3134301
3134400;ITURAMA;Iturama;3134400
3134509;ITUTINGA;Itutinga;3134509
3134608;JABOTICATUBAS;Jaboticatubas;3134608
3134707;JACINTO;Jacinto;3134707
3134806;JACUI;Jacuí;3134806
3134905;JACUTINGA;Jacutinga;4310900
3135001;JAGUARACU;Jaguaraçu;3135001
3135050;JAIBA;Jaíba;3135050
3135076;JAMPRUCA;Jampruca;3135076
3135100;JANAUBA;Janaúba;3135100
3135209;JANUARIA;Januária;3135209
3135308;JAPARAIBA;Japaraíba;3135308
3135357;JAPONVAR;Japonvar;3135357
3135407;JECEABA;Jeceaba;3135407
3135456;JENIPAPO DE MINAS;Jenipapo de Minas;3135456
3135506;JEQUERI;Jequeri;3135506
3135605;JEQUITAI;Jequitaí;3135605
3135704;JEQUITIBA;Jequitibá;3135704
3135803;JEQUITINHONHA;Jequitinhonha;3135803
3135902;JESUANIA;Jesuânia;3135902
3136009;JOAIMA;Joaíma;3136009
3136108;JOANESIA;Joanésia;3136108
3136207;JOAO MONLEVADE;João Monlevade;3136207
3136306;JOAO PINHEIRO;João Pinheiro;3136306
3136405;JOAQUIM FELICIO;Joaquim Felício;3136405
3136504;JORDANIA;Jordânia;3136504
3136520;JOSE GONCALVES DE MINAS;José Gonçalves de Minas;3136520
3136553;JOSE RAYDAN;José Raydan;3136553
3136579;JOSENOPOLIS;Josenópolis;3136579
3136603;NOVA UNIAO;Nova União;1101435
3136652;JUATUBA;Juatuba;3136652
3136702;JUIZ DE FORA;Juiz de Fora;3136702
3136801;JURAMENTO;Juramento;3136801
3136900;JURUAIA;Juruaia;3136900
3136959;JUVENILIA;Juvenília;3136959
3137007;LADAINHA;Ladainha;3137007
3137106;LAGAMAR;Lagamar;3137106
3137205;LAGOA DA PRATA;Lagoa da Prata;3137205
3137304;LAGOA DOS PATOS;Lagoa dos Patos;3137304
3137403;LAGOA DOURADA;Lagoa Dourada;3137403
3137502;LAGOA FORMOSA;Lagoa Formosa;3137502
3137536;LAGOA GRANDE;Lagoa Grande;2608750
3137601;LAGOA SANTA;Lagoa Santa;5212253
3137700;LAJINHA;Lajinha;3137700
3137809;LAMBARI;Lambari;3137809
3137908;LAMIM;Lamim;3137908
3138005;LARANJAL;Laranjal;4113254
3138104;LASSANCE;Lassance;3138104
3138203;LAVRAS;Lavras;3138203
3138302;LEANDRO FERREIRA;Leandro Ferreira;3138302
3138351;LEME DO PRADO;Leme do Prado;3138351
3138401;LEOPOLDINA;Leopoldina;3138401
3138500;LIBERDADE;Liberdade;3138500
3138609;LIMA DUARTE;Lima Duarte;3138609
3138625;LIMEIRA DO OESTE;Limeira do Oeste;3138625
3138658;LONTRA;Lontra;3138658
3138674;LUISBURGO;Luisburgo;3138674
3138682;LUISLANDIA;Luislândia;3138682
3138708;LUMINARIAS;Luminárias;3138708
3138807;LUZ;Luz;3138807
3138906;MACHACALIS;Machacalis;3138906
3139003;MACHADO;Machado;3139003
3139102;MADRE DE DEUS DE MINAS;Madre de Deus de Minas;3139102
3139201;MALACACHETA;Malacacheta;3139201
3139250;MAMONAS;Mamonas;3139250
3139300;MANGA;Manga;3139300
3139409;MANHUACU;Manhuaçu;3139409
3139508;MANHUMIRIM;Manhumirim;3139508
3139607;MANTENA;Mantena;3139607
3139706;MARAVILHAS;Maravilhas;3139706
3139805;MAR DE ESPANHA;Mar de Espanha;3139805
3139904;MARIA DA FE;Maria da Fé;3139904
3140001;MARIANA;Mariana;3140001
3140100;MARILAC;Marilac;3140100
3140159;MARIO CAMPOS;Mário Campos;3140159
3140209;MARIPA DE MINAS;Maripá de Minas;3140209
3140308;MARLIERIA;Marliéria;3140308
3140407;MARMELOPOLIS;Marmelópolis;3140407
3140506;MARTINHO CAMPOS;Martinho Campos;3140506
3140530;MARTINS SOARES;Martins Soares;3140530
3140555;MATA VERDE;Mata Verde;3140555
3140605;MATERLANDIA;Materlândia;3140605
3140704;MATEUS LEME;Mateus Leme;3140704
3140803;MATIAS BARBOSA;Matias Barbosa;3140803
3140852;MATIAS CARDOSO;Matias Cardoso;3140852
3140902;MATIPO;Matipó;3140902
3141009;MATO VERDE;Mato Verde;3141009
3141108;MATOZINHOS;Matozinhos;3141108
3403356;ARCO-IRIS;Arco-Íris;3503356
3403406;AREALVA;Arealva;3503406
3403505;AREIAS;Areias;3503505
3403604;AREIOPOLIS;Areiópolis;3503604
3403703;ARIRANHA;Ariranha;3503703
3403802;ARTUR NOGUEIRA;Artur Nogueira;3503802
3403901;ARUJA;Arujá;3503901
3403950;ASPASIA;Aspásia;3503950
3404008;ASSIS;Assis;3504008
3404107;ATIBAIA;Atibaia;3504107
3404206;AURIFLAMA;Auriflama;3504206
3404305;AVAI;Avaí;3504305
3404404;AVANHANDAVA;Avanhandava;3504404
3404503;AVARE;Avaré;3504503
3404602;BADY BASSITT;Bady Bassitt;3504602
3404701;BALBINOS;Balbinos;3504701
3404800;BALSAMO;Bálsamo;3504800
3404909;BANANAL;Bananal;3504909
3405005;BARAO DE ANTONINA;Barão de Antonina;3505005
3405104;BARBOSA;Barbosa;3505104
3405203;BARIRI;Bariri;3505203
3405302;BARRA BONITA;Barra Bonita;4202099
3405351;BARRA DO CHAPEU;Barra do Chapéu;3505351
3405401;BARRA DO TURVO;Barra do Turvo;3505401
3405500;BARRETOS;Barretos;3505500
3405609;BARRINHA;Barrinha;3505609
3405708;BARUERI;Barueri;3505708
3405807;BASTOS;Bastos;3505807
3405906;BATATAIS;Batatais;3505906
3406003;BAURU;Bauru;3506003
3406102;BEBEDOURO;Bebedouro;3506102
3406201;BENTO DE ABREU;Bento de Abreu;3506201
3406300;BERNARDINO DE CAMPOS;Bernardino de Campos;3506300
3406359;BERTIOGA;Bertioga;3506359
3406409;BILAC;Bilac;3506409
3406508;BIRIGUI;Birigui;3506508
